ORIGIN,ORIGIN_CITY_NAME,DEST,DEST_CITY_NAME
AFW,"Dallas/Fort Worth, TX",OAK,"Oakland, CA"
AFW,"Dallas/Fort Worth, TX",IND,"Indianapolis, IN"
AFW,"Dallas/Fort Worth, TX",ATL,"Atlanta, GA"
AFW,"Dallas/Fort Worth, TX",LAX,"Los Angeles, CA"
AFW,"Dallas/Fort Worth, TX",ABI,"Abilene, TX"
AFW,"Dallas/Fort Worth, TX",LBB,"Lubbock, TX"
AFW,"Dallas/Fort Worth, TX",AUS,"Austin, TX"
AFW,"Dallas/Fort Worth, TX",ICT,"Wichita, KS"
AFW,"Dallas/Fort Worth, TX",SHV,"Shreveport, LA"
AFW,"Dallas/Fort Worth, TX",STL,"St. Louis, MO"
AFW,"Dallas/Fort Worth, TX",SLC,"Salt Lake City, UT"
AFW,"Dallas/Fort Worth, TX",MSP,"Minneapolis, MN"
AFW,"Dallas/Fort Worth, TX",IND,"Indianapolis, IN"
AFW,"Dallas/Fort Worth, TX",TUL,"Tulsa, OK"
AFW,"Dallas/Fort Worth, TX",PHX,"Phoenix, AZ"
AFW,"Dallas/Fort Worth, TX",MCI,"Kansas City, MO"
AFW,"Dallas/Fort Worth, TX",SAT,"San Antonio, TX"
AFW,"Dallas/Fort Worth, TX",EWR,"Newark, NJ"
AFW,"Dallas/Fort Worth, TX",ELP,"El Paso, TX"
AFW,"Dallas/Fort Worth, TX",OAK,"Oakland, CA"
AFW,"Dallas/Fort Worth, TX",LBB,"Lubbock, TX"
AFW,"Dallas/Fort Worth, TX",MEM,"Memphis, TN"
AFW,"Dallas/Fort Worth, TX",IND,"Indianapolis, IN"
AFW,"Dallas/Fort Worth, TX",PHL,"Philadelphia, PA"
AFW,"Dallas/Fort Worth, TX",ATL,"Atlanta, GA"
AFW,"Dallas/Fort Worth, TX",MEM,"Memphis, TN"
AFW,"Dallas/Fort Worth, TX",ANC,"Anchorage, AK"
AFW,"Dallas/Fort Worth, TX",LBB,"Lubbock, TX"
AFW,"Dallas/Fort Worth, TX",MAF,"Midland/Odessa, TX"
AFW,"Dallas/Fort Worth, TX",MLU,"Monroe, LA"
AFW,"Dallas/Fort Worth, TX",ICT,"Wichita, KS"
AFW,"Dallas/Fort Worth, TX",SHV,"Shreveport, LA"
AFW,"Dallas/Fort Worth, TX",SFO,"San Francisco, CA"
AFW,"Dallas/Fort Worth, TX",CLT,"Charlotte, NC"
AFW,"Dallas/Fort Worth, TX",BDL,"Hartford, CT"
AFW,"Dallas/Fort Worth, TX",PHX,"Phoenix, AZ"
AFW,"Dallas/Fort Worth, TX",SFO,"San Francisco, CA"
AFW,"Dallas/Fort Worth, TX",SBD,"San Bernardino, CA"
AFW,"Dallas/Fort Worth, TX",JFK,"New York, NY"
AFW,"Dallas/Fort Worth, TX",OMA,"Omaha, NE"
AFW,"Dallas/Fort Worth, TX",ABQ,"Albuquerque, NM"
AFW,"Dallas/Fort Worth, TX",ICT,"Wichita, KS"
AFW,"Dallas/Fort Worth, TX",DSM,"Des Moines, IA"
AGC,"Pittsburgh, PA",BWI,"Baltimore, MD"
AGC,"Pittsburgh, PA",IAD,"Washington, DC"
AGC,"Pittsburgh, PA",ORL,"Orlando, FL"
AGC,"Pittsburgh, PA",TEB,"Teterboro, NJ"
AGN,"Angoon, AK",JNU,"Juneau, AK"
AGN,"Angoon, AK",JNU,"Juneau, AK"
AGN,"Angoon, AK",TKE,"Tenakee, AK"
AGN,"Angoon, AK",JNU,"Juneau, AK"
AGN,"Angoon, AK",TKE,"Tenakee, AK"
AGN,"Angoon, AK",JNU,"Juneau, AK"
AGS,"Augusta, GA",ATL,"Atlanta, GA"
AGS,"Augusta, GA",ATL,"Atlanta, GA"
AGS,"Augusta, GA",ATL,"Atlanta, GA"
AGS,"Augusta, GA",ATL,"Atlanta, GA"
AGS,"Augusta, GA",ATL,"Atlanta, GA"
AGS,"Augusta, GA",ATL,"Atlanta, GA"
AGS,"Augusta, GA",CAE,"Columbia, SC"
AGS,"Augusta, GA",ACY,"Atlantic City, NJ"
AGS,"Augusta, GA",PDK,"Atlanta, GA"
AGS,"Augusta, GA",SJC,"San Jose, CA"
AGS,"Augusta, GA",VNY,"Van Nuys, CA"
AGS,"Augusta, GA",FLO,"Florence, SC"
AGS,"Augusta, GA",CLT,"Charlotte, NC"
AGS,"Augusta, GA",CLT,"Charlotte, NC"
AGS,"Augusta, GA",CLT,"Charlotte, NC"
AGS,"Augusta, GA",DFW,"Dallas/Fort Worth, TX"
AGS,"Augusta, GA",DCA,"Washington, DC"
AHN,"Athens, GA",PBI,"West Palm Beach/Palm Beach, FL"
AIA,"Alliance, NE",DEN,"Denver, CO"
AIN,"Wainwright, AK",PIZ,"Point Lay, AK"
AIN,"Wainwright, AK",FAI,"Fairbanks, AK"
AIN,"Wainwright, AK",BRW,"Barrow, AK"
AIN,"Wainwright, AK",ATK,"Atqasuk, AK"
AIN,"Wainwright, AK",SCC,"Deadhorse, AK"
AIN,"Wainwright, AK",BRW,"Barrow, AK"
AIZ,"Lake of the Ozarks, MO",BNA,"Nashville, TN"
AKB,"Atka, AK",DUT,"Unalaska, AK"
AKI,"Akiak, AK",BET,"Bethel, AK"
AKI,"Akiak, AK",BET,"Bethel, AK"
AKI,"Akiak, AK",BET,"Bethel, AK"
AKI,"Akiak, AK",ANI,"Aniak, AK"
AKI,"Akiak, AK",BET,"Bethel, AK"
AKI,"Akiak, AK",AKI,"Akiak, AK"
AKI,"Akiak, AK",ANI,"Aniak, AK"
AKI,"Akiak, AK",BET,"Bethel, AK"
AKI,"Akiak, AK",KKI,"Akiachak, AK"
AKI,"Akiak, AK",KWT,"Kwethluk, AK"
AKI,"Akiak, AK",TLT,"Tuluksak, AK"
AKI,"Akiak, AK",BET,"Bethel, AK"
AKI,"Akiak, AK",TLT,"Tuluksak, AK"
AKI,"Akiak, AK",BET,"Bethel, AK"
AKI,"Akiak, AK",BET,"Bethel, AK"
AKI,"Akiak, AK",BET,"Bethel, AK"
AKK,"Akhiok, AK",OLH,"Old Harbor, AK"
AKK,"Akhiok, AK",ADQ,"Kodiak, AK"
AKK,"Akhiok, AK",ADQ,"Kodiak, AK"
AKK,"Akhiok, AK",KLN,"Larsen Bay, AK"
AKK,"Akhiok, AK",OLH,"Old Harbor, AK"
AKK,"Akhiok, AK",ORI,"Port Lions, AK"
AKK,"Akhiok, AK",ADQ,"Kodiak, AK"
AKN,"King Salmon, AK",ANC,"Anchorage, AK"
AKN,"King Salmon, AK",ANC,"Anchorage, AK"
AKN,"King Salmon, AK",ANC,"Anchorage, AK"
AKN,"King Salmon, AK",ANC,"Anchorage, AK"
AKN,"King Salmon, AK",EGX,"Egegik, AK"
AKN,"King Salmon, AK",IGG,"Igiugig, AK"
AKN,"King Salmon, AK",KEK,"Ekwok, AK"
AKN,"King Salmon, AK",KGK,"Koliganek, AK"
AKN,"King Salmon, AK",KLL,"Levelock, AK"
AKN,"King Salmon, AK",PIP,"Pilot Point, AK"
AKN,"King Salmon, AK",PTH,"Port Heiden, AK"
AKN,"King Salmon, AK",WSN,"South Naknek, AK"
AKN,"King Salmon, AK",DLG,"Dillingham, AK"
AKN,"King Salmon, AK",ANC,"Anchorage, AK"
AKN,"King Salmon, AK",CDB,"Cold Bay, AK"
AKN,"King Salmon, AK",BET,"Bethel, AK"
AKN,"King Salmon, AK",CLP,"Clarks Point, AK"
AKN,"King Salmon, AK",EGX,"Egegik, AK"
AKN,"King Salmon, AK",IGG,"Igiugig, AK"
AKN,"King Salmon, AK",KCG,"Chignik Bay, AK"
AKN,"King Salmon, AK",KCL,"Chignik Lagoon, AK"
AKN,"King Salmon, AK",KCQ,"Chignik, AK"
AKN,"King Salmon, AK",ENA,"Kenai, AK"
AKN,"King Salmon, AK",KLL,"Levelock, AK"
AKN,"King Salmon, AK",KNW,"New Stuyahok, AK"
AKN,"King Salmon, AK",KPV,"Perryville, AK"
AKN,"King Salmon, AK",PIP,"Pilot Point, AK"
AKN,"King Salmon, AK",PTH,"Port Heiden, AK"
AKN,"King Salmon, AK",UGS,"Ugashik, AK"
AKN,"King Salmon, AK",WSN,"South Naknek, AK"
AKN,"King Salmon, AK",ANC,"Anchorage, AK"
AKN,"King Salmon, AK",DLG,"Dillingham, AK"
AKN,"King Salmon, AK",KCQ,"Chignik, AK"
AKN,"King Salmon, AK",PIP,"Pilot Point, AK"
AKN,"King Salmon, AK",ANC,"Anchorage, AK"
AKN,"King Salmon, AK",DLG,"Dillingham, AK"
AKN,"King Salmon, AK",FAI,"Fairbanks, AK"
AKN,"King Salmon, AK",ANC,"Anchorage, AK"
AKN,"King Salmon, AK",ADQ,"Kodiak, AK"
AKN,"King Salmon, AK",ADQ,"Kodiak, AK"
AKN,"King Salmon, AK",ANC,"Anchorage, AK"
AKN,"King Salmon, AK",DUT,"Unalaska, AK"
AKN,"King Salmon, AK",SNP,"St. Paul, AK"
AKN,"King Salmon, AK",ANC,"Anchorage, AK"
AKN,"King Salmon, AK",ANC,"Anchorage, AK"
AKN,"King Salmon, AK",KLL,"Levelock, AK"
AKN,"King Salmon, AK",ANC,"Anchorage, AK"
AKN,"King Salmon, AK",EGX,"Egegik, AK"
AKN,"King Salmon, AK",VDZ,"Valdez, AK"
AKN,"King Salmon, AK",ANC,"Anchorage, AK"
AKN,"King Salmon, AK",ILI,"Iliamna, AK"
AKN,"King Salmon, AK",VDZ,"Valdez, AK"
AKP,"Anaktuvuk Pass, AK",FAI,"Fairbanks, AK"
AKP,"Anaktuvuk Pass, AK",BRW,"Barrow, AK"
AKP,"Anaktuvuk Pass, AK",BTT,"Bettles, AK"
AKP,"Anaktuvuk Pass, AK",AET,"Allakaket, AK"
AKP,"Anaktuvuk Pass, AK",CXF,"Coldfoot, AK"
AKP,"Anaktuvuk Pass, AK",TAL,"Tanana, AK"
AKP,"Anaktuvuk Pass, AK",FAI,"Fairbanks, AK"
AKP,"Anaktuvuk Pass, AK",BRW,"Barrow, AK"
AKP,"Anaktuvuk Pass, AK",FAI,"Fairbanks, AK"
AKP,"Anaktuvuk Pass, AK",FAI,"Fairbanks, AK"
AKP,"Anaktuvuk Pass, AK",BRW,"Barrow, AK"
AKP,"Anaktuvuk Pass, AK",FAI,"Fairbanks, AK"
AKP,"Anaktuvuk Pass, AK",FAI,"Fairbanks, AK"
AKP,"Anaktuvuk Pass, AK",BRW,"Barrow, AK"
ALB,"Albany, NY",DTW,"Detroit, MI"
ALB,"Albany, NY",DTW,"Detroit, MI"
ALB,"Albany, NY",DTW,"Detroit, MI"
ALB,"Albany, NY",LGA,"New York, NY"
ALB,"Albany, NY",JFK,"New York, NY"
ALB,"Albany, NY",ATL,"Atlanta, GA"
ALB,"Albany, NY",ATL,"Atlanta, GA"
ALB,"Albany, NY",LGA,"New York, NY"
ALB,"Albany, NY",ATL,"Atlanta, GA"
ALB,"Albany, NY",LGA,"New York, NY"
ALB,"Albany, NY",ATL,"Atlanta, GA"
ALB,"Albany, NY",JFK,"New York, NY"
ALB,"Albany, NY",EWR,"Newark, NJ"
ALB,"Albany, NY",DEN,"Denver, CO"
ALB,"Albany, NY",RDU,"Raleigh/Durham, NC"
ALB,"Albany, NY",RDU,"Raleigh/Durham, NC"
ALB,"Albany, NY",MCO,"Orlando, FL"
ALB,"Albany, NY",DEN,"Denver, CO"
ALB,"Albany, NY",RDU,"Raleigh/Durham, NC"
ALB,"Albany, NY",MCO,"Orlando, FL"
ALB,"Albany, NY",SFB,"Sanford, FL"
ALB,"Albany, NY",BNA,"Nashville, TN"
ALB,"Albany, NY",PIE,"St. Petersburg, FL"
ALB,"Albany, NY",MYR,"Myrtle Beach, SC"
ALB,"Albany, NY",SFB,"Sanford, FL"
ALB,"Albany, NY",BNA,"Nashville, TN"
ALB,"Albany, NY",PIE,"St. Petersburg, FL"
ALB,"Albany, NY",PGD,"Punta Gorda, FL"
ALB,"Albany, NY",EWR,"Newark, NJ"
ALB,"Albany, NY",ACY,"Atlantic City, NJ"
ALB,"Albany, NY",PVD,"Providence, RI"
ALB,"Albany, NY",GPT,"Gulfport/Biloxi, MS"
ALB,"Albany, NY",ORD,"Chicago, IL"
ALB,"Albany, NY",BWI,"Baltimore, MD"
ALB,"Albany, NY",MSY,"New Orleans, LA"
ALB,"Albany, NY",MDW,"Chicago, IL"
ALB,"Albany, NY",TPA,"Tampa, FL"
ALB,"Albany, NY",BWI,"Baltimore, MD"
ALB,"Albany, NY",FLL,"Fort Lauderdale, FL"
ALB,"Albany, NY",MCO,"Orlando, FL"
ALB,"Albany, NY",BWI,"Baltimore, MD"
ALB,"Albany, NY",MDW,"Chicago, IL"
ALB,"Albany, NY",IAD,"Washington, DC"
ALB,"Albany, NY",EWR,"Newark, NJ"
ALB,"Albany, NY",ORD,"Chicago, IL"
ALB,"Albany, NY",ORD,"Chicago, IL"
ALB,"Albany, NY",ORD,"Chicago, IL"
ALB,"Albany, NY",CT8,"Belie Haven, CT"
ALB,"Albany, NY",EWR,"Newark, NJ"
ALB,"Albany, NY",DCA,"Washington, DC"
ALB,"Albany, NY",ORD,"Chicago, IL"
ALB,"Albany, NY",EWR,"Newark, NJ"
ALB,"Albany, NY",BDL,"Hartford, CT"
ALB,"Albany, NY",FLL,"Fort Lauderdale, FL"
ALB,"Albany, NY",MCO,"Orlando, FL"
ALB,"Albany, NY",EWR,"Newark, NJ"
ALB,"Albany, NY",MCO,"Orlando, FL"
ALB,"Albany, NY",DTW,"Detroit, MI"
ALB,"Albany, NY",DTW,"Detroit, MI"
ALB,"Albany, NY",SYR,"Syracuse, NY"
ALB,"Albany, NY",SDF,"Louisville, KY"
ALB,"Albany, NY",EWR,"Newark, NJ"
ALB,"Albany, NY",EWR,"Newark, NJ"
ALB,"Albany, NY",MEM,"Memphis, TN"
ALB,"Albany, NY",CLT,"Charlotte, NC"
ALB,"Albany, NY",DCA,"Washington, DC"
ALB,"Albany, NY",DCA,"Washington, DC"
ALB,"Albany, NY",ORD,"Chicago, IL"
ALB,"Albany, NY",MDT,"Harrisburg, PA"
ALB,"Albany, NY",PHL,"Philadelphia, PA"
ALB,"Albany, NY",CLT,"Charlotte, NC"
ALB,"Albany, NY",CLT,"Charlotte, NC"
ALB,"Albany, NY",BOS,"Boston, MA"
ALB,"Albany, NY",ORD,"Chicago, IL"
ALB,"Albany, NY",ORD,"Chicago, IL"
ALB,"Albany, NY",DCA,"Washington, DC"
ALB,"Albany, NY",ORD,"Chicago, IL"
ALN,"Alton, IL",CHA,"Chattanooga, TN"
ALO,"Waterloo, IA",MSP,"Minneapolis, MN"
ALO,"Waterloo, IA",DCA,"Washington, DC"
ALO,"Waterloo, IA",YIP,"Detroit, MI"
ALO,"Waterloo, IA",LRD,"Laredo, TX"
ALO,"Waterloo, IA",YIP,"Detroit, MI"
ALO,"Waterloo, IA",YIP,"Detroit, MI"
ALO,"Waterloo, IA",ORD,"Chicago, IL"
ALS,"Alamosa, CO",DEN,"Denver, CO"
ALW,"Walla Walla, WA",SEA,"Seattle, WA"
ALZ,"Lazy Bay, AK",A43,"Kodiak Island, AK"
ALZ,"Lazy Bay, AK",06A,"Kizhuyak, AK"
ALZ,"Lazy Bay, AK",KOY,"Olga Bay, AK"
ALZ,"Lazy Bay, AK",A43,"Kodiak Island, AK"
AMA,"Amarillo, TX",LAS,"Las Vegas, NV"
AMA,"Amarillo, TX",AZA,"Phoenix, AZ"
AMA,"Amarillo, TX",LAS,"Las Vegas, NV"
AMA,"Amarillo, TX",AZA,"Phoenix, AZ"
AMA,"Amarillo, TX",DAL,"Dallas, TX"
AMA,"Amarillo, TX",DEN,"Denver, CO"
AMA,"Amarillo, TX",LAS,"Las Vegas, NV"
AMA,"Amarillo, TX",DAL,"Dallas, TX"
AMA,"Amarillo, TX",BNA,"Nashville, TN"
AMA,"Amarillo, TX",AUS,"Austin, TX"
AMA,"Amarillo, TX",DEN,"Denver, CO"
AMA,"Amarillo, TX",IAH,"Houston, TX"
AMA,"Amarillo, TX",IAH,"Houston, TX"
AMA,"Amarillo, TX",XNA,"Fayetteville, AR"
AMA,"Amarillo, TX",IAH,"Houston, TX"
AMA,"Amarillo, TX",DEN,"Denver, CO"
AMA,"Amarillo, TX",DFW,"Dallas/Fort Worth, TX"
AMA,"Amarillo, TX",DFW,"Dallas/Fort Worth, TX"
AMA,"Amarillo, TX",DFW,"Dallas/Fort Worth, TX"
AMA,"Amarillo, TX",DFW,"Dallas/Fort Worth, TX"
AMA,"Amarillo, TX",GCK,"Garden City, KS"
AMA,"Amarillo, TX",DFW,"Dallas/Fort Worth, TX"
AMA,"Amarillo, TX",DFW,"Dallas/Fort Worth, TX"
ANC,"Anchorage, AK",SEA,"Seattle, WA"
ANC,"Anchorage, AK",ATL,"Atlanta, GA"
ANC,"Anchorage, AK",MSP,"Minneapolis, MN"
ANC,"Anchorage, AK",SLC,"Salt Lake City, UT"
ANC,"Anchorage, AK",MSP,"Minneapolis, MN"
ANC,"Anchorage, AK",SEA,"Seattle, WA"
ANC,"Anchorage, AK",GKN,"Gulkana, AK"
ANC,"Anchorage, AK",MCG,"McGrath, AK"
ANC,"Anchorage, AK",PAQ,"Palmer, AK"
ANC,"Anchorage, AK",ENA,"Kenai, AK"
ANC,"Anchorage, AK",HOM,"Homer, AK"
ANC,"Anchorage, AK",FAI,"Fairbanks, AK"
ANC,"Anchorage, AK",ORD,"Chicago, IL"
ANC,"Anchorage, AK",JNU,"Juneau, AK"
ANC,"Anchorage, AK",OME,"Nome, AK"
ANC,"Anchorage, AK",BET,"Bethel, AK"
ANC,"Anchorage, AK",DEN,"Denver, CO"
ANC,"Anchorage, AK",OTZ,"Kotzebue, AK"
ANC,"Anchorage, AK",LAS,"Las Vegas, NV"
ANC,"Anchorage, AK",FAI,"Fairbanks, AK"
ANC,"Anchorage, AK",AKN,"King Salmon, AK"
ANC,"Anchorage, AK",BRW,"Barrow, AK"
ANC,"Anchorage, AK",ADK,"Adak Island, AK"
ANC,"Anchorage, AK",CDV,"Cordova, AK"
ANC,"Anchorage, AK",SEA,"Seattle, WA"
ANC,"Anchorage, AK",PDX,"Portland, OR"
ANC,"Anchorage, AK",HNL,"Honolulu, HI"
ANC,"Anchorage, AK",ADQ,"Kodiak, AK"
ANC,"Anchorage, AK",LAX,"Los Angeles, CA"
ANC,"Anchorage, AK",PHX,"Phoenix, AZ"
ANC,"Anchorage, AK",SFO,"San Francisco, CA"
ANC,"Anchorage, AK",DLG,"Dillingham, AK"
ANC,"Anchorage, AK",JNU,"Juneau, AK"
ANC,"Anchorage, AK",OME,"Nome, AK"
ANC,"Anchorage, AK",SCC,"Deadhorse, AK"
ANC,"Anchorage, AK",BET,"Bethel, AK"
ANC,"Anchorage, AK",OTZ,"Kotzebue, AK"
ANC,"Anchorage, AK",FAI,"Fairbanks, AK"
ANC,"Anchorage, AK",AKN,"King Salmon, AK"
ANC,"Anchorage, AK",BRW,"Barrow, AK"
ANC,"Anchorage, AK",ADK,"Adak Island, AK"
ANC,"Anchorage, AK",CDV,"Cordova, AK"
ANC,"Anchorage, AK",SEA,"Seattle, WA"
ANC,"Anchorage, AK",ADQ,"Kodiak, AK"
ANC,"Anchorage, AK",DLG,"Dillingham, AK"
ANC,"Anchorage, AK",ORD,"Chicago, IL"
ANC,"Anchorage, AK",JNU,"Juneau, AK"
ANC,"Anchorage, AK",LAS,"Las Vegas, NV"
ANC,"Anchorage, AK",FAI,"Fairbanks, AK"
ANC,"Anchorage, AK",AKN,"King Salmon, AK"
ANC,"Anchorage, AK",SEA,"Seattle, WA"
ANC,"Anchorage, AK",PDX,"Portland, OR"
ANC,"Anchorage, AK",HNL,"Honolulu, HI"
ANC,"Anchorage, AK",LAX,"Los Angeles, CA"
ANC,"Anchorage, AK",PHX,"Phoenix, AZ"
ANC,"Anchorage, AK",SFO,"San Francisco, CA"
ANC,"Anchorage, AK",FAI,"Fairbanks, AK"
ANC,"Anchorage, AK",AKN,"King Salmon, AK"
ANC,"Anchorage, AK",SEA,"Seattle, WA"
ANC,"Anchorage, AK",PDX,"Portland, OR"
ANC,"Anchorage, AK",CVG,"Cincinnati, OH"
ANC,"Anchorage, AK",ORD,"Chicago, IL"
ANC,"Anchorage, AK",FAI,"Fairbanks, AK"
ANC,"Anchorage, AK",OSC,"Oscoda, MI"
ANC,"Anchorage, AK",LAX,"Los Angeles, CA"
ANC,"Anchorage, AK",LCK,"Columbus, OH"
ANC,"Anchorage, AK",JFK,"New York, NY"
ANC,"Anchorage, AK",CVG,"Cincinnati, OH"
ANC,"Anchorage, AK",CVG,"Cincinnati, OH"
ANC,"Anchorage, AK",ORD,"Chicago, IL"
ANC,"Anchorage, AK",LAX,"Los Angeles, CA"
ANC,"Anchorage, AK",LCK,"Columbus, OH"
ANC,"Anchorage, AK",JFK,"New York, NY"
ANC,"Anchorage, AK",OME,"Nome, AK"
ANC,"Anchorage, AK",BET,"Bethel, AK"
ANC,"Anchorage, AK",OTZ,"Kotzebue, AK"
ANC,"Anchorage, AK",MCG,"McGrath, AK"
ANC,"Anchorage, AK",KSM,"St. Mary's, AK"
ANC,"Anchorage, AK",EMK,"Emmonak, AK"
ANC,"Anchorage, AK",ANI,"Aniak, AK"
ANC,"Anchorage, AK",SCC,"Deadhorse, AK"
ANC,"Anchorage, AK",A20,"Alpine, AK"
ANC,"Anchorage, AK",RDB,"Red Dog, AK"
ANC,"Anchorage, AK",NIB,"Nikolai, AK"
ANC,"Anchorage, AK",SHX,"Shageluk, AK"
ANC,"Anchorage, AK",ZXF,"Illinois Creek, AK"
ANC,"Anchorage, AK",MHM,"Minchumina, AK"
ANC,"Anchorage, AK",DCK,"Dahl Creek, AK"
ANC,"Anchorage, AK",FYU,"Fort Yukon, AK"
ANC,"Anchorage, AK",KBC,"Birch Creek, AK"
ANC,"Anchorage, AK",ANC,"Anchorage, AK"
ANC,"Anchorage, AK",MSP,"Minneapolis, MN"
ANC,"Anchorage, AK",MIA,"Miami, FL"
ANC,"Anchorage, AK",ORD,"Chicago, IL"
ANC,"Anchorage, AK",MEM,"Memphis, TN"
ANC,"Anchorage, AK",RFD,"Rockford, IL"
ANC,"Anchorage, AK",DFW,"Dallas/Fort Worth, TX"
ANC,"Anchorage, AK",BNA,"Nashville, TN"
ANC,"Anchorage, AK",LAX,"Los Angeles, CA"
ANC,"Anchorage, AK",ANC,"Anchorage, AK"
ANC,"Anchorage, AK",JFK,"New York, NY"
ANC,"Anchorage, AK",CHS,"Charleston, SC"
ANC,"Anchorage, AK",HSV,"Huntsville, AL"
ANC,"Anchorage, AK",ORD,"Chicago, IL"
ANC,"Anchorage, AK",JFK,"New York, NY"
ANC,"Anchorage, AK",CVG,"Cincinnati, OH"
ANC,"Anchorage, AK",MIA,"Miami, FL"
ANC,"Anchorage, AK",ANC,"Anchorage, AK"
ANC,"Anchorage, AK",CVG,"Cincinnati, OH"
ANC,"Anchorage, AK",CVG,"Cincinnati, OH"
ANC,"Anchorage, AK",LAX,"Los Angeles, CA"
ANC,"Anchorage, AK",JFK,"New York, NY"
ANC,"Anchorage, AK",CVG,"Cincinnati, OH"
ANC,"Anchorage, AK",ORD,"Chicago, IL"
ANC,"Anchorage, AK",LAX,"Los Angeles, CA"
ANC,"Anchorage, AK",JFK,"New York, NY"
ANC,"Anchorage, AK",AKN,"King Salmon, AK"
ANC,"Anchorage, AK",ENA,"Kenai, AK"
ANC,"Anchorage, AK",AKN,"King Salmon, AK"
ANC,"Anchorage, AK",ENA,"Kenai, AK"
ANC,"Anchorage, AK",DLG,"Dillingham, AK"
ANC,"Anchorage, AK",A09,"Johnstone Point, AK"
ANC,"Anchorage, AK",BVU,"Beluga, AK"
ANC,"Anchorage, AK",DUT,"Unalaska, AK"
ANC,"Anchorage, AK",ORD,"Chicago, IL"
ANC,"Anchorage, AK",LAS,"Las Vegas, NV"
ANC,"Anchorage, AK",SEA,"Seattle, WA"
ANC,"Anchorage, AK",PDX,"Portland, OR"
ANC,"Anchorage, AK",HNL,"Honolulu, HI"
ANC,"Anchorage, AK",LAX,"Los Angeles, CA"
ANC,"Anchorage, AK",PHX,"Phoenix, AZ"
ANC,"Anchorage, AK",SFO,"San Francisco, CA"
ANC,"Anchorage, AK",JNU,"Juneau, AK"
ANC,"Anchorage, AK",SIT,"Sitka, AK"
ANC,"Anchorage, AK",SEA,"Seattle, WA"
ANC,"Anchorage, AK",JNU,"Juneau, AK"
ANC,"Anchorage, AK",SIT,"Sitka, AK"
ANC,"Anchorage, AK",OME,"Nome, AK"
ANC,"Anchorage, AK",SCC,"Deadhorse, AK"
ANC,"Anchorage, AK",BET,"Bethel, AK"
ANC,"Anchorage, AK",OTZ,"Kotzebue, AK"
ANC,"Anchorage, AK",AKN,"King Salmon, AK"
ANC,"Anchorage, AK",BRW,"Barrow, AK"
ANC,"Anchorage, AK",CDV,"Cordova, AK"
ANC,"Anchorage, AK",SEA,"Seattle, WA"
ANC,"Anchorage, AK",ADQ,"Kodiak, AK"
ANC,"Anchorage, AK",KTN,"Ketchikan, AK"
ANC,"Anchorage, AK",DLG,"Dillingham, AK"
ANC,"Anchorage, AK",YAK,"Yakutat, AK"
ANC,"Anchorage, AK",SCC,"Deadhorse, AK"
ANC,"Anchorage, AK",RDB,"Red Dog, AK"
ANC,"Anchorage, AK",SCC,"Deadhorse, AK"
ANC,"Anchorage, AK",RDB,"Red Dog, AK"
ANC,"Anchorage, AK",SIT,"Sitka, AK"
ANC,"Anchorage, AK",SCC,"Deadhorse, AK"
ANC,"Anchorage, AK",FAI,"Fairbanks, AK"
ANC,"Anchorage, AK",SEA,"Seattle, WA"
ANC,"Anchorage, AK",DLG,"Dillingham, AK"
ANC,"Anchorage, AK",ORD,"Chicago, IL"
ANC,"Anchorage, AK",LAX,"Los Angeles, CA"
ANC,"Anchorage, AK",ANC,"Anchorage, AK"
ANC,"Anchorage, AK",HSV,"Huntsville, AL"
ANC,"Anchorage, AK",ORD,"Chicago, IL"
ANC,"Anchorage, AK",LAX,"Los Angeles, CA"
ANC,"Anchorage, AK",ANC,"Anchorage, AK"
ANC,"Anchorage, AK",LCK,"Columbus, OH"
ANC,"Anchorage, AK",HSV,"Huntsville, AL"
ANC,"Anchorage, AK",FAI,"Fairbanks, AK"
ANC,"Anchorage, AK",OME,"Nome, AK"
ANC,"Anchorage, AK",BET,"Bethel, AK"
ANC,"Anchorage, AK",OTZ,"Kotzebue, AK"
ANC,"Anchorage, AK",AKN,"King Salmon, AK"
ANC,"Anchorage, AK",ANI,"Aniak, AK"
ANC,"Anchorage, AK",DLG,"Dillingham, AK"
ANC,"Anchorage, AK",UNK,"Unalakleet, AK"
ANC,"Anchorage, AK",OME,"Nome, AK"
ANC,"Anchorage, AK",BET,"Bethel, AK"
ANC,"Anchorage, AK",OTZ,"Kotzebue, AK"
ANC,"Anchorage, AK",ANI,"Aniak, AK"
ANC,"Anchorage, AK",UNK,"Unalakleet, AK"
ANC,"Anchorage, AK",GAL,"Galena, AK"
ANC,"Anchorage, AK",FAI,"Fairbanks, AK"
ANC,"Anchorage, AK",DUT,"Unalaska, AK"
ANC,"Anchorage, AK",BET,"Bethel, AK"
ANC,"Anchorage, AK",AKN,"King Salmon, AK"
ANC,"Anchorage, AK",VDZ,"Valdez, AK"
ANC,"Anchorage, AK",ENA,"Kenai, AK"
ANC,"Anchorage, AK",HOM,"Homer, AK"
ANC,"Anchorage, AK",ANC,"Anchorage, AK"
ANC,"Anchorage, AK",DUT,"Unalaska, AK"
ANC,"Anchorage, AK",CDB,"Cold Bay, AK"
ANC,"Anchorage, AK",SDP,"Sandpoint, AK"
ANC,"Anchorage, AK",KSM,"St. Mary's, AK"
ANC,"Anchorage, AK",ANI,"Aniak, AK"
